Rk,Player,Tm,Pos,Shift,GP,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,TOI,CF% Rel,GF/60,GA/60,-9999
546,Marcus Johansson,MIN,C/W,0:49,75,13:30,3.0,3.6,2.5,1:15,-8.6,8.2,1.3,0:39,4.7,2.4,3.7,johanma03
547,Marcus Pettersson,VAN,D,0:42,82,18:38,-5.4,2.1,3.1,0:05,-10.4,0.0,0.0,2:42,-6.4,1.9,10.5,pettema01
548,Marek Alscher,FLA,D,0:39,4,18:44,4.5,4.8,1.6,0:00,,,,1:37,-4.2,0.0,9.3,alschma01
549,Mario Ferraro,SJS,D,0:39,82,17:35,-3.5,2.7,2.8,0:03,12.6,0.0,0.0,3:22,-4.8,0.2,8.2,ferrama01
550,Mark Jankowski,CAR,C,0:36,68,9:53,-0.9,2.4,1.8,0:15,1.3,13.2,0.0,0:59,-10.5,0.0,5.3,jankoma01
551,Mark Kastelic,BOS,C,0:43,82,10:29,-1.7,2.2,1.9,0:04,-6.4,10.4,10.4,2:03,0.4,0.4,9.6,kastema01
552,Mark Scheifele,WPG,C,1:00,82,18:02,2.5,3.9,3.8,3:09,-5.7,8.1,1.2,0:18,19.8,4.8,2.4,scheima01
553,Mark Stone,VEG,RW,0:51,60,14:35,6.0,4.5,2.7,3:27,5.3,11.9,0.9,1:09,-1.5,2.6,6.9,stonema01
554,Marshall Rifai,TOR,D,0:42,1,9:40,-32.0,6.2,6.2,0:00,,,,0:00,,,,rifaima01
555,Marshall Warren,NYI,D,0:41,8,11:12,-0.4,2.0,2.0,0:00,,,,0:16,-10.6,0.0,0.0,warrema01
556,Martin Fehérváry,WSH,D,0:57,81,16:24,-4.3,3.1,2.5,0:02,13.3,17.0,0.0,2:50,-5.0,0.5,7.3,feherma01
557,Martin Nečas,COL,C,0:52,78,17:23,0.2,4.8,2.3,4:05,6.8,7.7,1.5,0:01,-13.0,0.0,0.0,necasma01
558,Martin Pospisil,CGY,C,0:37,22,9:59,0.2,1.1,2.2,0:03,14.7,0.0,0.0,0:06,-2.3,0.0,26.5,pospima01
559,Mason Appleton,DET,C,0:44,65,12:12,-4.0,1.8,2.2,0:04,12.0,0.0,0.0,1:14,-0.2,0.7,6.7,applema01
560,Mason Geertsen,BUF,D,0:39,5,4:06,-3.0,0.0,2.9,0:00,,0.0,0.0,0:00,,,,geertma01
561,Mason Lohrei,BOS,D,0:37,73,15:24,-1.2,2.7,1.7,1:21,3.0,4.8,0.6,0:08,5.1,0.0,12.0,lohrema01
562,Mason Marchment,TOT,F,0:52,68,15:03,6.7,4.1,1.9,2:17,1.0,6.3,0.6,0:01,-12.0,0.0,0.0,marchma01
563,Mason McTavish,ANA,C,0:42,75,13:11,0.9,3.2,4.0,2:02,-1.8,5.5,0.8,0:05,9.3,0.0,0.0,mctavma01
564,Matěj Blümel,BOS,RW,0:54,4,9:22,1.6,0.0,3.2,1:30,-9.7,30.0,10.0,0:00,,,,blumema01
565,Mathew Barzal,NYI,C,1:07,81,17:09,5.8,3.5,2.8,3:28,5.0,6.8,1.3,0:01,86.4,0.0,0.0,barzama01
566,Mathew Dumba,PIT,D,0:37,11,14:49,-4.8,1.8,3.7,0:00,,0.0,0.0,0:06,17.7,0.0,52.9,dumbama01
567,Mathieu Joseph,TOT,RW,0:38,51,11:11,-4.6,0.5,1.6,0:02,,0.0,0.0,0:45,-9.3,0.0,0.0,josepma01
568,Mathieu Olivier,CBJ,F,0:48,61,13:21,-1.3,3.3,2.3,0:01,-23.2,0.0,30.8,0:50,-0.6,0.0,3.5,olivima01
569,Matias Maccelli,TOR,LW,0:44,71,12:49,2.3,2.8,4.2,1:44,-6.0,5.8,1.0,0:00,-10.5,,,maccema01
570,Mats Zuccarello,MIN,LW,1:06,59,15:00,3.1,3.0,3.3,3:36,7.8,9.6,0.3,0:01,39.0,0.0,43.9,zuccama01
571,Matt Benning,TOR,D,0:29,1,12:21,-11.5,0.0,0.0,0:00,,,,0:05,,0.0,0.0,bennima01
572,Matt Boldy,MIN,LW,1:02,76,15:00,4.7,3.7,2.8,3:51,8.0,9.2,0.4,1:42,3.4,1.8,9.2,boldyma01
573,Matt Duchene,DAL,C,0:43,57,14:10,-2.5,3.6,3.6,2:19,-1.8,10.9,1.4,0:00,,0.0,0.0,duchema01
574,Matt Grzelcyk,CHI,D,0:54,69,15:44,0.8,2.5,3.1,0:50,1.1,6.2,0.0,0:23,12.2,2.2,4.4,grzelma01
575,Matt Kiersted,MIN,D,0:46,6,13:44,-5.4,2.2,2.2,0:00,,,,1:59,2.0,0.0,5.0,kiersma01
576,Matt Luff,STL,RW,0:37,5,8:59,1.6,1.3,4.0,0:08,,0.0,0.0,0:00,,,,luffma01
577,Matt Rempe,NYR,C,0:53,26,8:17,1.3,1.7,2.8,0:18,4.8,7.5,0.0,0:00,-10.3,0.0,0.0,rempema01
578,Matt Roy,WSH,D,0:56,79,17:55,-0.4,2.8,2.2,0:07,6.9,6.1,0.0,2:33,2.3,0.9,6.8,royma04
579,Matthew Coronato,CGY,RW,0:37,80,13:51,0.9,2.1,3.6,2:46,2.0,6.7,0.3,0:00,-15.5,0.0,0.0,coronma01
580,Matthew Kessel,STL,D,0:50,29,12:07,-0.2,2.0,1.9,0:00,,0.0,0.0,0:24,7.2,0.0,0.0,kessema01
581,Matthew Knies,TOR,LW,0:37,79,14:58,-2.4,2.8,4.1,2:41,0.4,8.8,2.0,1:07,1.8,1.4,7.4,kniesma01
582,Matthew Poitras,BOS,C,0:41,3,11:21,6.8,1.8,0.0,0:45,-4.2,0.0,0.0,0:00,,,,poitrma01
583,Matthew Robertson,NYR,D,0:46,72,15:49,-0.9,2.4,2.5,0:03,-20.6,0.0,0.0,1:30,0.2,0.6,7.7,roberma02
584,Matthew Savoie,EDM,C,0:38,82,12:20,-0.1,3.1,2.8,0:49,0.4,8.8,1.8,1:36,-0.8,1.4,7.7,savoima01
585,Matthew Schaefer,NYI,D,0:46,82,20:16,2.7,3.3,2.7,3:18,4.8,6.4,1.1,1:05,6.3,1.3,5.4,schaema01
586,Matthew Tkachuk,FLA,LW/RW,0:50,31,14:24,6.4,3.2,3.6,3:34,5.8,9.2,1.6,0:19,17.8,0.0,6.0,tkachma01
587,Matthew Wood,NSH,RW,0:56,71,10:45,0.4,3.1,3.4,1:33,-8.0,8.1,0.0,0:00,85.2,180.0,0.0,woodma01
588,Mattias Ekholm,EDM,D,0:44,82,18:21,9.5,4.1,2.9,0:30,3.4,5.8,1.5,1:44,1.3,1.3,7.6,ekholma01
589,Mattias Janmark,EDM,C,0:41,43,10:20,-7.3,1.2,2.4,0:00,9.9,0.0,0.0,1:30,-1.6,0.9,9.3,janmama02
590,Mattias Samuelsson,BUF,D,0:40,78,19:51,-3.1,3.8,2.5,0:03,-68.6,0.0,0.0,2:55,-2.8,1.8,9.0,samuema02
591,Matty Beniers,SEA,C,0:44,82,16:04,2.6,3.0,3.1,2:39,5.2,7.2,1.7,0:32,0.8,0.0,8.1,beniema01
592,Matvei Gridin,CGY,F,0:36,37,13:12,-4.3,2.3,4.1,1:56,8.1,8.4,0.0,0:01,,0.0,0.0,gridima01
593,Matvei Michkov,PHI,RW,0:32,81,12:39,3.8,3.2,2.9,2:10,-3.6,5.8,1.7,0:00,-11.8,0.0,0.0,michkma01
594,Maveric Lamoureux,UTA,D,0:35,5,14:39,-1.3,4.1,0.8,0:00,,,,0:00,,,,lamouma01
595,Mavrik Bourque,DAL,C,0:47,82,14:09,5.4,2.9,2.6,1:07,-1.7,5.9,0.0,0:11,1.2,0.0,11.1,bourqma01
596,Max Domi,TOR,LW,0:32,80,13:30,0.6,2.4,4.0,1:21,0.8,4.9,0.0,0:00,-10.4,0.0,0.0,domima01
597,Max Jones,EDM,LW,0:45,21,8:19,3.4,2.7,1.7,0:01,,0.0,0.0,0:00,,,,jonesma03
598,Max Sasson,VAN,F,0:45,66,11:09,1.3,2.0,3.1,0:24,-0.4,4.5,0.0,0:09,-8.7,0.0,12.1,sassoma01
599,Max Shabanov,NYI,F,0:35,44,12:03,-5.0,2.7,3.2,1:37,-6.7,5.9,0.8,0:00,,,,shabama01
600,Maxim Groshev,TBL,RW,0:43,2,11:28,-3.6,2.6,0.0,0:00,,,,0:01,,0.0,0.0,groshma01
601,Maxim Tsyplakov,TOT,F,0:41,49,9:00,-4.9,0.6,3.2,0:07,14.1,0.0,0.0,0:00,,0.0,0.0,tsyplma01
602,Maxwell Crozier,TBL,D,0:44,35,14:38,0.8,2.6,2.0,0:01,-89.8,0.0,0.0,1:20,4.6,2.5,8.9,crozima01
603,Michael Amadio,OTT,C,0:36,81,14:53,-4.2,3.0,2.5,0:05,-0.8,0.0,0.0,1:08,4.4,2.0,5.9,amadimi01
604,Michael Anderson,LAK,D,0:57,80,18:12,-2.5,2.4,2.1,0:04,-6.4,0.0,10.8,2:17,-2.5,0.3,12.1,andermi02
605,Michael Benning,FLA,D,0:40,18,15:48,2.2,3.0,3.6,0:49,-3.1,4.0,4.0,0:15,-10.1,0.0,12.5,bennimi01
606,Michael Brandsegg-Nygard,DET,F,0:45,14,11:27,9.4,1.1,2.6,1:03,7.2,4.1,0.0,0:00,,,,brandmi01
607,Michael Bunting,TOT,LW,0:48,74,12:38,-1.1,1.2,3.7,1:47,-4.5,6.5,3.3,0:00,,0.0,0.0,buntimi01
608,Michael Callahan,BOS,D,0:31,5,11:43,9.3,3.1,4.1,0:01,,0.0,0.0,1:14,7.7,0.0,9.6,callami02
609,Michael Carcone,UTA,F,0:29,79,11:46,5.7,2.6,2.4,0:57,1.0,5.5,0.0,0:00,,0.0,0.0,carcomi01
610,Michael Eyssimont,BOS,C,0:59,56,10:12,3.7,2.2,2.5,0:39,5.3,6.5,0.0,0:02,-11.0,0.0,0.0,eyssimi01
611,Michael Kesselring,BUF,D,0:53,34,12:34,0.6,2.5,2.5,0:00,-87.1,0.0,0.0,0:49,2.7,0.0,4.3,kessemi01
612,Michael McCarron,TOT,RW,0:45,79,11:38,-1.9,2.0,2.5,0:04,-17.8,0.0,0.0,2:18,-1.7,1.7,6.6,mccarmi01
613,Michael Misa,SJS,F,0:57,45,11:38,1.4,3.0,3.2,1:09,1.2,5.7,0.0,0:00,,0.0,0.0,misami01
614,Michael Pezzetta,TOR,C,0:41,9,6:24,0.4,0.0,4.2,0:03,10.5,0.0,0.0,0:00,,,,pezzemi01
615,Michael Rasmussen,DET,C,0:40,64,11:03,-5.0,1.6,2.5,0:13,0.1,0.0,0.0,1:21,4.5,0.7,7.6,rasmumi01
616,Mika Zibanejad,NYR,C,0:49,81,15:39,1.8,2.9,3.6,3:16,2.7,10.2,1.8,1:57,-2.1,1.1,6.8,zibanmi01
617,Mikael Backlund,CGY,C,0:38,82,14:24,0.9,2.5,2.4,1:05,-3.7,5.4,1.3,2:27,1.7,1.8,8.4,backlmi01
618,Mikael Granlund,ANA,C,0:40,58,14:15,-1.8,3.2,3.8,3:10,0.9,7.2,0.7,1:44,-5.1,0.6,9.5,granlmi01
619,Mikael Pyyhtia,CBJ,LW,0:46,5,9:52,6.2,1.2,2.4,0:00,,,,0:22,-5.9,0.0,31.6,pyyhtmi01
620,Mike Matheson,MTL,D,0:52,78,19:56,-4.4,2.9,2.9,0:16,-8.5,5.3,2.7,3:56,3.9,1.6,8.6,mathemi01
621,Mike Reilly,CAR,D,0:31,42,13:53,0.3,2.8,1.9,0:07,9.8,0.0,0.0,0:57,2.1,3.0,8.9,reillmi01
622,Mikhail Sergachev,UTA,D,0:41,78,18:15,-1.0,3.2,3.2,3:10,1.0,9.2,0.7,2:52,3.4,1.1,7.2,sergami01
623,Mikko Rantanen,DAL,RW,0:39,64,16:14,0.0,3.2,2.8,3:55,-1.3,11.5,1.4,0:00,-10.5,0.0,0.0,rantami01
624,Mikulas Hovorka,FLA,D,0:47,4,13:39,-5.4,3.3,4.4,0:02,,0.0,0.0,1:12,-3.7,0.0,12.4,hovormi01
625,Miles Wood,CBJ,LW,0:51,54,11:04,-5.8,2.1,3.2,0:02,9.8,0.0,0.0,0:44,7.3,1.5,4.5,woodmi01
626,Miro Heiskanen,DAL,D,1:01,77,18:54,3.8,3.0,2.6,3:27,-0.3,12.6,1.1,3:06,-2.9,0.5,7.5,heiskmi01
627,Mitch Marner,VEG,RW,0:49,81,15:06,3.8,3.5,2.5,3:35,4.3,10.3,1.0,1:14,6.5,0.6,5.9,marnemi01
628,Mitchell Chaffee,TBL,F,0:36,11,8:40,0.9,0.6,1.9,0:49,-2.4,0.0,0.0,0:03,-9.0,0.0,0.0,chaffmi01
629,Morgan Barron,WPG,C,0:35,65,10:53,-2.5,2.3,2.0,0:02,11.9,0.0,0.0,1:52,-3.1,1.0,7.9,barromo01
630,Morgan Frost,CGY,C,0:38,82,12:48,1.2,2.6,3.4,2:40,0.0,7.9,0.5,0:01,,0.0,0.0,frostmo01
631,Morgan Geekie,BOS,C,0:53,81,14:24,0.6,3.1,2.9,2:59,-5.2,10.4,2.0,0:00,,0.0,0.0,geekimo01
632,Morgan Rielly,TOR,D,0:41,78,18:08,5.2,3.2,3.9,2:17,-2.4,7.7,1.3,0:42,1.1,3.3,9.8,riellmo01
633,Moritz Seider,DET,D,0:43,82,20:53,6.9,3.3,2.8,3:11,0.6,9.8,0.7,1:35,-1.4,0.5,8.3,seidemo01
634,Nate Danielson,DET,C,0:51,28,9:32,-0.2,1.3,2.9,1:29,-3.9,11.5,0.0,0:01,-9.2,0.0,0.0,daniena01
635,Nate Schmidt,UTA,D,0:38,82,17:05,2.2,3.5,2.3,0:36,-4.4,1.2,0.0,2:00,-3.8,1.1,6.9,schmina01
636,Nathan Bastian,DAL,RW,0:38,36,8:37,-3.1,2.3,1.5,0:00,,0.0,0.0,0:00,,,,bastina01
637,Nathan Gaucher,ANA,C,0:54,3,7:44,-10.3,0.0,2.6,0:00,,,,0:17,,0.0,0.0,gauchna01
638,Nathan Legare,NJD,RW,0:53,1,8:15,-26.3,0.0,0.0,0:00,,,,0:00,,,,legarna01
639,Nathan MacKinnon,COL,C,0:48,80,17:55,2.1,5.3,2.5,4:17,5.6,7.5,1.7,0:02,-13.2,0.0,0.0,mackina01
640,Nathan Walker,STL,C,0:41,46,10:56,-5.5,2.4,3.6,0:02,15.1,0.0,0.0,1:00,-0.6,1.3,11.6,walkena01
641,Nazem Kadri,TOT,C,0:58,77,15:43,1.7,2.1,3.7,3:15,-0.4,6.5,0.3,0:03,85.2,0.0,0.0,kadrina01
642,Neal Pionk,WPG,D,0:40,51,18:38,0.5,2.5,2.6,1:35,4.4,5.2,0.0,2:28,-3.5,0.9,9.0,pionkne01
643,Nic Dowd,TOT,C,0:37,75,12:15,-0.5,1.4,1.1,0:03,12.2,0.0,0.0,2:13,1.5,3.0,6.0,dowdni01
644,Nicholas Robertson,TOR,LW,0:38,78,11:28,-1.1,2.5,3.4,1:06,-0.1,4.9,0.0,0:05,14.7,0.0,0.0,roberni01
645,Nick Bjugstad,TOT,C,0:49,61,10:08,-11.1,2.0,2.9,0:04,,0.0,0.0,0:43,25.8,0.0,4.1,bjugsni01
646,Nick Blankenburg,TOT,D,0:43,61,14:03,-2.9,2.9,2.5,1:25,,,,1:19,-16.1,0.0,0.0,blankni01
647,Nick Cousins,OTT,C,0:35,81,11:21,-0.7,2.3,1.8,0:03,-39.7,0.0,0.0,0:00,,0.0,0.0,cousini01
648,Nick DeSimone,UTA,D,0:38,40,14:03,0.8,2.6,2.1,0:01,-8.8,0.0,0.0,0:07,-9.7,0.0,12.4,desimni01
649,Nick Foligno,TOT,LW,0:23,54,10:22,-0.4,2.3,2.2,1:03,5.2,5.7,0.0,1:13,-3.3,1.7,3.5,foligni01
650,Nick Jensen,OTT,D,0:41,61,16:09,-6.9,3.1,3.3,0:03,-5.0,18.9,0.0,0:48,9.9,2.5,12.3,jenseni02
651,Nick Lardis,CHI,LW,0:34,41,11:13,0.8,2.0,4.3,1:26,-6.0,4.1,0.0,0:00,,0.0,0.0,lardini01
652,Nick Leddy,SJS,D,0:45,32,16:33,-3.3,2.3,3.4,0:03,14.4,0.0,0.0,1:14,3.9,1.5,18.1,leddyni01
653,Nick Paul,TBL,LW,0:46,51,12:03,-3.2,1.8,3.1,1:12,-0.3,6.8,1.0,0:24,-13.5,0.0,5.8,paulni01
654,Nick Schmaltz,UTA,C,0:45,82,15:05,4.2,3.8,3.0,3:10,-0.4,8.5,0.7,1:28,-0.3,1.5,8.4,schmani01
655,Nick Seeler,PHI,D,0:43,80,15:40,1.3,2.1,2.2,0:02,11.3,0.0,0.0,1:58,3.8,1.5,6.5,seeleni01
656,Nick Suzuki,MTL,C,0:56,82,16:34,7.3,4.2,2.5,3:32,7.6,10.5,0.2,0:42,2.7,1.0,8.3,suzukni01
657,Nicklaus Perbix,NSH,D,0:55,79,16:09,-4.2,2.3,3.2,0:04,-25.0,0.0,0.0,2:53,-4.4,1.1,6.6,perbini01
658,Nico Hischier,NJD,C,0:37,82,15:51,4.2,2.7,3.0,3:02,-3.4,8.9,0.7,1:48,1.7,1.2,8.5,hischni01
659,Nico Sturm,MIN,C,0:45,49,9:09,-5.9,2.0,2.1,0:00,10.0,0.0,0.0,1:46,0.0,0.7,7.6,sturmni01
660,Nicolas Aubé-Kubel,MIN,RW,0:52,6,11:26,-1.1,2.6,1.7,0:11,12.5,0.0,0.0,0:00,,,,aubekni01
661,Nicolas Deslauriers,TOT,LW,0:44,31,8:29,1.1,1.7,1.7,0:00,,,,0:02,-19.4,0.0,0.0,deslani01
662,Nicolas Hague,NSH,D,0:47,62,17:29,0.3,2.3,2.9,0:04,-17.5,0.0,0.0,2:04,5.9,0.9,6.1,hagueni01
663,Nicolas Roy,TOT,C,0:32,74,12:06,-8.2,1.4,1.0,0:51,-7.1,2.8,2.8,1:29,-14.4,0.0,0.0,royni01
664,Nikita Chibrikov,WPG,RW,0:45,11,9:02,5.4,2.4,2.4,0:01,,0.0,0.0,0:08,84.0,0.0,0.0,chibrni01
665,Nikita Grebenkin,PHI,RW,0:36,55,11:04,1.1,2.0,2.7,0:12,-0.8,0.0,0.0,0:00,38.2,0.0,0.0,grebeni01
666,Nikita Kucherov,TBL,RW,0:51,76,16:04,5.6,5.6,3.2,4:14,1.5,8.7,1.1,0:01,55.7,38.3,0.0,kucheni01
667,Nikita Nesterenko,ANA,C,0:33,29,11:20,-5.3,2.2,2.6,0:04,-42.6,0.0,0.0,0:50,-8.0,0.0,7.3,nesteni02
668,Nikita Zadorov,BOS,D,0:40,81,18:09,-1.1,2.9,2.2,0:04,-4.6,9.5,0.0,2:38,0.5,0.0,9.0,zadorni01
669,Niko Mikkola,FLA,D,0:32,68,17:52,-1.2,2.2,2.5,0:08,2.2,0.0,0.0,2:20,6.7,1.5,5.6,mikkoni01
670,Nikolaj Ehlers,CAR,LW,0:41,82,13:40,1.4,3.4,2.8,2:54,-3.5,10.3,0.8,0:00,4.6,0.0,0.0,ehlerni01
671,Nikolas Matinpalo,OTT,D,0:31,50,14:04,-8.4,2.0,2.4,0:00,11.5,0.0,0.0,1:32,-4.7,2.3,7.8,matinni01
672,Nils Åman,VAN,C,0:34,2,8:39,-8.2,3.5,3.5,0:00,,,,0:00,,,,amanni01
673,Nils Höglander,VAN,LW,0:57,38,11:19,5.1,1.4,2.0,0:12,10.2,0.0,0.0,0:00,,0.0,0.0,hoglani01
674,Nils Lundkvist,DAL,D,0:47,52,16:16,-0.4,2.7,1.8,0:06,-2.7,22.0,0.0,0:06,14.2,0.0,0.0,lundkni01
675,Nino Niederreiter,WPG,RW,0:51,61,12:13,2.9,1.9,2.4,1:32,5.2,3.8,0.0,0:00,,0.0,0.0,niedeni01
676,Noah Cates,PHI,LW,0:43,82,12:30,0.9,3.2,1.7,2:03,0.1,5.7,1.1,1:41,2.2,1.3,5.2,catesno01
677,Noah Dobson,MTL,D,0:51,80,18:56,-1.3,3.2,3.0,1:31,-1.9,4.9,1.5,2:01,3.8,1.5,4.8,dobsono01
678,Noah Gregor,FLA,C,0:46,37,9:02,-6.9,2.0,3.6,0:13,-7.0,7.3,7.3,0:17,-2.0,0.0,0.0,gregono01
679,Noah Hanifin,VEG,D,0:51,71,20:11,1.4,2.6,2.6,0:47,-1.7,9.5,2.1,1:36,-0.7,1.6,5.8,hanifno01
680,Noah Juulsen,PHI,D,0:35,52,12:20,-1.6,2.7,2.4,0:00,,0.0,0.0,1:28,-3.1,0.0,7.8,juulsno01
681,Noah Laba,NYR,C,0:46,74,11:44,-4.3,2.1,1.9,0:32,-8.2,7.4,0.0,1:10,5.8,0.0,6.2,labano01
682,Noah Ostlund,BUF,C,0:42,60,12:35,2.8,2.9,2.1,1:19,-2.2,6.0,0.0,0:02,19.1,21.2,0.0,ostluno01
683,Noah Philp,TOT,F,0:50,17,9:12,-17.1,0.0,0.0,0:00,6.3,0.0,0.0,0:43,-14.3,0.0,22.4,philpno01
684,Noel Acciari,PIT,C,0:31,67,11:03,-3.1,3.2,2.2,0:04,7.9,12.5,0.0,2:34,-8.3,0.3,9.0,acciano01
685,Nolan Foote,FLA,LW,0:25,12,10:35,-0.6,1.4,3.3,0:00,,0.0,0.0,0:10,-20.9,0.0,0.0,footeno01
686,Olen Zellweger,ANA,D,0:42,76,15:20,1.7,3.0,3.0,0:45,3.8,5.2,0.0,0:52,3.0,2.7,4.5,zellwol01
687,Oliver Bjorkstrand,TBL,RW,0:58,80,10:30,-2.0,2.0,2.6,3:07,1.9,8.4,1.2,0:00,,,,bjorkol01
688,Oliver Bonk,PHI,D,0:34,1,14:27,2.3,12.5,8.3,0:00,,,,2:01,0.0,0.0,0.0,bonkol01
689,Oliver Ekman-Larsson,TOR,D,0:34,78,18:28,2.7,3.3,3.5,1:50,2.5,8.8,0.8,0:17,1.9,0.0,8.1,ekmanol01
690,Oliver Kapanen,MTL,C,0:27,82,11:56,-7.6,3.4,3.1,0:57,-8.9,2.3,2.3,1:34,-2.4,0.9,4.7,kapanol01
691,Oliver Moore,CHI,C,0:44,51,11:29,0.8,2.0,3.6,1:04,1.3,5.5,0.0,0:16,-3.2,0.0,4.2,mooreol01
692,Olle Lycksell,OTT,RW,0:30,7,9:52,-13.6,2.6,4.3,0:00,,,,0:00,,0.0,0.0,lycksol01
693,Olli Määttä,TOT,D,0:45,43,15:51,0.0,3.2,3.5,0:02,16.2,0.0,0.0,1:18,-8.1,1.1,9.8,maattol01
694,Ondřej Palát,TOT,LW,0:47,80,11:50,-2.1,2.5,3.0,0:45,1.3,5.9,0.0,0:12,-6.6,0.0,7.3,palaton01
695,Oscar Fisker Molgaard,SEA,C,0:40,13,9:10,5.6,1.0,0.0,0:00,,0.0,0.0,0:02,,0.0,0.0,fiskeos01
696,Oskar Back,DAL,C,0:47,72,10:02,0.2,2.2,1.6,0:01,,0.0,0.0,2:18,-2.6,1.1,6.9,backos01
697,Oskar Sundqvist,STL,C,0:39,52,10:36,-11.0,2.1,3.9,0:53,-5.5,3.9,1.3,1:27,-0.2,0.0,7.1,sundqos01
698,Otto Stenberg,STL,C,0:37,32,12:15,-2.5,1.8,1.5,0:17,8.5,0.0,0.0,1:04,8.6,1.7,5.2,stenbot01
699,Owen Beck,MTL,C,0:35,15,9:11,2.1,2.2,0.4,0:00,,0.0,0.0,0:00,,0.0,0.0,beckow01
700,Owen Pickering,PIT,D,0:37,4,12:03,-9.9,2.5,6.2,0:00,,0.0,0.0,0:02,,0.0,0.0,pickeow01
701,Owen Power,BUF,D,0:41,81,18:51,3.9,3.0,2.9,0:55,-4.3,3.2,0.0,1:52,0.9,2.4,4.8,powerow01
702,Owen Tippett,PHI,RW,0:46,81,14:12,1.9,3.0,3.2,2:13,0.9,4.7,1.7,0:25,2.2,7.0,8.7,tippeow01
703,Ozzy Wiesblatt,NSH,RW,0:48,40,9:30,-5.2,2.5,3.5,0:00,12.5,0.0,0.0,0:39,-3.7,0.0,6.9,wiesboz01
704,Parker Ford,WPG,F,0:38,15,9:02,-6.4,1.8,2.7,0:02,8.0,0.0,0.0,0:40,-5.3,0.0,0.0,fordpa01
705,Parker Kelly,COL,F,0:36,82,10:33,0.1,3.1,1.9,0:02,-22.2,0.0,0.0,2:06,-3.3,0.3,9.0,kellypa01
706,Parker Wotherspoon,PIT,D,0:41,80,17:45,1.6,3.1,2.6,0:02,-2.0,0.0,0.0,2:21,-4.5,1.3,6.4,wothepa01
707,Patrick Giles,SJS,F,0:37,3,8:29,2.1,2.4,0.0,0:00,,0.0,0.0,0:22,0.0,0.0,52.9,gilespa01
708,Patrick Kane,DET,RW,0:54,67,14:30,4.4,3.3,3.3,3:10,4.5,9.0,0.3,0:00,,0.0,0.0,kanepa01
709,Patrik Laine,MTL,RW,0:41,5,10:10,-15.8,1.2,4.7,2:26,3.8,0.0,0.0,0:00,,,,lainepa01
710,Paul Cotter,NJD,C,0:36,79,10:29,-9.4,1.4,3.1,0:10,6.4,4.4,0.0,0:01,-13.7,0.0,43.9,cottepa01
711,Pavel Buchnevich,STL,LW,0:41,81,13:51,2.7,3.0,3.5,2:23,-4.1,6.5,0.6,1:41,-5.4,0.4,9.2,buchnpa01
712,Pavel Dorofeyev,VEG,LW,0:39,82,14:09,5.6,2.8,2.7,3:26,8.8,10.0,0.9,0:00,,0.0,0.0,dorofpa01
713,Pavel Mintyukov,ANA,D,0:47,73,15:23,-4.3,2.6,2.9,0:47,-3.3,5.2,0.0,2:14,-3.5,1.1,8.1,mintypa01
714,Pavel Zacha,BOS,C,0:55,78,13:01,-0.7,3.8,3.3,2:56,0.1,10.5,1.6,0:53,-4.8,0.0,6.9,zachapa01
715,Pavol Regenda,SJS,F,0:47,24,11:43,0.8,3.2,4.1,1:28,4.5,11.9,0.0,0:09,-10.3,0.0,49.8,regenpa01
716,Peyton Krebs,BUF,C,0:36,82,13:33,-1.1,3.3,2.6,0:05,-10.7,8.3,0.0,0:07,-1.2,0.0,0.0,krebspe01
717,Philip Broberg,STL,D,0:46,81,19:37,-2.9,2.9,2.5,1:13,1.4,5.5,0.6,2:31,0.5,0.9,7.6,brobeph01
718,Philip Tomasino,PIT,C,0:50,9,11:55,-2.8,0.6,1.7,0:14,11.9,27.1,0.0,0:00,,,,tomasph01
719,Philipp Kurashev,SJS,C,1:04,43,13:02,1.4,3.1,3.0,1:50,-3.2,4.5,0.0,0:36,2.1,0.0,4.6,kurasph01
720,Philippe Myers,TOR,D,0:38,39,13:32,-2.9,2.2,3.4,0:00,15.1,0.0,0.0,1:00,5.2,1.5,10.7,myersph01
721,Phillip Danault,TOT,C,0:51,75,12:58,-1.4,2.0,1.3,0:36,-15.4,1.4,4.2,1:58,-6.6,1.9,11.2,danauph01
722,Pierre-Luc Dubois,WSH,C,0:46,29,14:20,0.3,3.2,3.6,2:17,1.0,5.4,0.9,0:11,-10.4,0.0,0.0,duboipi01
723,Pierre-Olivier Joseph,VAN,D,0:44,31,12:48,2.1,1.8,4.2,0:02,11.3,0.0,0.0,0:27,4.8,0.0,21.1,joseppi01
724,Pius Suter,STL,F,0:55,64,13:02,0.0,2.7,1.9,1:07,5.0,5.8,0.0,1:43,4.5,1.1,5.4,suterpi01
725,Pontus Holmberg,TBL,RW,0:28,70,13:02,0.9,2.3,2.2,0:08,6.2,0.0,0.0,0:09,-12.5,0.0,5.2,holmbpo01
726,Porter Martone,PHI,RW,0:37,9,14:47,7.2,3.6,1.4,2:11,-4.6,12.2,3.0,0:03,,0.0,0.0,martopo01
727,Quinn Hughes,TOT,D,0:56,74,23:27,6.8,3.8,3.4,4:09,10.1,10.1,0.3,0:06,27.6,0.0,11.7,hughequ01
728,Quinn Hutson,EDM,F,0:31,4,7:59,-8.7,1.9,3.8,0:00,,,,0:00,,,,hutsoqu01
