Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TOI,ATOI,Awards,upload
1,Jaromír Jágr,27,PIT,RW,63,42,54,96,25,50,32,10,0,5,35,19,0,290,14.5,1431:06,22:43,ASGASnhl-1Byng-25Hart-2Ross-1Pearson-1,jagrja01
2,Pavel Bure,28,FLA,RW,74,58,36,94,25,16,45,11,2,14,27,9,0,360,16.1,1743:05,23:33,ASGASnhl-2ASnhl-6Byng-4Hart-3Richard-1,burepa01
3,Mark Recchi,31,PHI,RW,82,28,63,91,20,50,20,7,1,5,30,32,1,223,12.6,1781:20,21:43,ASGASnhl-4Byng-21Hart-6Selke-23,recchma01
4,Paul Kariya,25,MDA,LW,74,42,44,86,22,24,28,11,3,3,24,20,0,324,13.0,1787:19,24:09,ASGASnhl-2Byng-6,kariypa01
5,Teemu Selänne,29,MDA,RW,79,33,52,85,6,12,25,8,0,6,29,23,0,236,14.0,1795:27,22:44,ASGASnhl-7Byng-3,selante01
6,Tony Amonte,29,CHI,RW,82,43,41,84,10,48,27,11,5,2,32,8,1,260,16.5,1795:19,21:54,ASGASnhl-5ASnhl-8,amontto01
7,Owen Nolan,27,SJS,RW,78,44,40,84,-1,110,22,18,4,6,21,15,4,261,16.9,1631:56,20:55,ASGASnhl-3Hart-5,nolanow01
8,Mike Modano,29,DAL,C,77,38,43,81,0,48,26,11,1,8,23,16,4,188,20.2,1748:26,22:42,ASGASnhl-2Byng-5Hart-10Selke-18,modanmi01
9,Joe Sakic,30,COL,C,60,28,53,81,30,28,22,5,1,5,36,17,0,242,11.6,1395:58,23:16,ASGASnhl-3Byng-8Hart-14Selke-10,sakicjo01
10,Steve Yzerman,34,DET,C,78,35,44,79,28,34,18,15,2,6,28,14,2,234,15.0,1646:30,21:07,ASGASnhl-1Byng-10Hart-8Selke-1,yzermst01
11,Jeremy Roenick,30,PHX,C,75,34,44,78,11,102,25,6,3,12,30,13,1,192,17.7,1550:13,20:40,ASGASnhl-4,roenije01
12,Brendan Shanahan,31,DET,LW,78,41,37,78,24,105,27,13,1,9,19,16,2,283,14.5,1448:58,18:35,ASGASnhl-1Hart-15,shanabr01
13,John LeClair,30,PHI,LW,82,40,37,77,8,36,27,13,0,7,26,11,0,249,16.1,1663:55,20:18,ASGASnhl-3,leclajo01
14,Valeri Bure,25,CGY,RW,82,35,40,75,-7,50,22,13,0,6,22,18,0,308,11.4,1719:50,20:58,ASGByng-18,bureva01
15,Pavol Demitra,25,STL,RW,71,28,47,75,34,8,20,8,0,4,32,15,0,241,11.6,1364:52,19:13,ASGASnhl-6Byng-1Selke-6,demitpa01
16,Luc Robitaille,33,LAK,LW,71,36,38,74,11,68,23,13,0,7,25,13,0,221,16.3,1317:58,18:34,ASnhl-4Byng-17,robitlu01
17,Ron Francis,36,CAR,C,78,23,50,73,10,18,16,7,0,4,28,22,0,150,15.3,1713:53,21:58,Byng-9Selke-12,francro01
18,Nicklas Lidström,29,DET,D,81,20,53,73,19,18,7,9,4,3,30,22,1,218,9.2,2123:59,26:13,ASGASnhl-2Byng-2Hart-9Norris-2,lidstni01
19,Mats Sundin,28,TOR,C,73,32,41,73,16,46,20,10,2,7,31,9,1,184,17.4,1472:59,20:11,ASGASnhl-5,sundima01
20,Doug Gilmour,36,2TM,C,74,25,48,73,-9,63,15,10,0,3,35,13,0,113,22.1,1445:09,19:32,ASnhl-7,gilmodo01
20,Doug Gilmour,36,CHI,C,63,22,34,56,-12,51,14,8,0,3,22,12,0,100,22.0,1236:34,19:38,,gilmodo01
20,Doug Gilmour,36,BUF,C,11,3,14,17,3,12,1,2,0,0,13,1,0,13,23.1,208:35,18:58,,gilmodo01
21,Patrik Eliáš,23,NJD,LW,72,35,37,72,16,58,26,9,0,9,22,15,0,183,19.1,1257:21,17:28,ASGASnhl-5Hart-17,eliaspa01
22,Milan Hejduk,23,COL,RW,82,36,36,72,14,16,23,13,0,9,21,14,1,228,15.8,1637:56,19:58,ASGByng-11,hejdumi01
23,Doug Weight,29,EDM,C,77,21,51,72,6,54,17,3,1,4,29,22,0,167,12.6,1584:52,20:35,,weighdo01
24,Adam Oates,37,WSH,C,82,15,56,71,13,14,10,5,0,6,40,16,0,93,16.1,1831:39,22:20,Byng-6Hart-17Selke-4,oatesad01
25,Ray Whitney,27,FLA,LW,81,29,42,71,16,35,24,5,0,3,25,17,0,198,14.6,1513:39,18:41,ASG,whitnra01
26,Mariusz Czerkawski,27,NYI,RW,79,35,35,70,-16,34,19,16,0,4,22,13,0,276,12.7,1401:51,17:45,ASG,czerkma01
27,Vincent Damphousse,32,SJS,C,82,21,49,70,4,58,17,3,1,1,17,27,5,204,10.3,1676:02,20:26,,damphvi01
28,Scott Gomez,20,NJD,C,82,19,51,70,14,78,12,7,0,1,31,20,0,204,9.3,1340:31,16:21,ASGAR-1Calder-1,gomezsc01
29,Viktor Kozlov,24,FLA,C,80,17,53,70,24,16,11,6,0,2,38,15,0,223,7.6,1555:55,19:27,ASGASnhl-8Byng-23,kozlovi01
30,Petr Nedvěd,28,NYR,C,76,24,44,68,2,40,16,6,2,4,28,15,1,201,11.9,1512:49,19:54,,nedvepe01
31,Petr Sýkora,23,NJD,C,79,25,43,68,24,26,19,5,1,4,30,13,0,222,11.3,1351:25,17:06,Byng-20Selke-28,sykorpe01
32,Chris Drury,23,COL,C,82,20,47,67,8,42,13,7,0,2,31,16,0,213,9.4,1521:16,18:33,,drurych01
33,Vincent Lecavalier,19,TBL,C,80,25,42,67,-25,43,19,6,0,3,20,22,0,166,15.1,1527:26,19:06,,lecavvi01
34,Miroslav Šatan,25,BUF,RW,81,33,34,67,16,32,25,5,3,5,26,7,1,265,12.5,1666:39,20:35,ASGASnhl-9,satanmi01
35,Alex Kovalev,26,PIT,RW,82,26,40,66,-3,94,15,9,2,4,20,17,3,254,10.2,1876:05,22:53,,kovalal01
36,Žigmund Pálffy,27,LAK,RW,64,27,39,66,18,32,23,4,0,3,22,17,0,186,14.5,1257:47,19:39,,palffzi01
37,Pierre Turgeon,30,STL,C,52,26,40,66,30,8,18,8,0,3,23,16,1,139,18.7,999:08,19:13,ASnhl-8Byng-12Selke-21,turgepi01
38,Robert Lang,29,PIT,C,78,23,42,65,-9,14,10,13,0,5,29,13,0,142,16.2,1510:05,19:22,,langro01
39,Markus Näslund,26,VAN,LW,82,27,38,65,-5,64,19,6,2,3,18,19,1,271,10.0,1631:36,19:54,,nasluma02
40,Steve Sullivan,25,2TM,C,80,22,43,65,19,56,19,2,1,6,30,13,0,180,12.2,1403:04,17:32,,sullist01
40,Steve Sullivan,25,TOR,C,7,0,1,1,-1,4,0,0,0,0,1,0,0,11,0.0,83:04,11:52,,sullist01
40,Steve Sullivan,25,CHI,C,73,22,42,64,20,52,19,2,1,6,29,13,0,169,13.0,1320:00,18:05,,sullist01
41,Theo Fleury,31,NYR,RW,80,15,49,64,-4,68,14,1,0,1,29,20,0,246,6.1,1574:33,19:41,,fleurth01
42,Jarome Iginla,22,CGY,RW,77,29,34,63,0,26,17,12,0,4,23,11,0,256,11.3,1416:53,18:24,Byng-25Hart-17,iginlja01
43,Jeff O'Neill,23,CAR,C,80,25,38,63,-9,72,21,4,0,7,23,15,0,189,13.2,1546:07,19:20,,oneilje01
44,Steve Thomas,36,TOR,RW,81,26,37,63,1,68,17,9,0,9,22,15,0,151,17.2,1321:15,16:19,,thomast01
45,Andrew Cassels,30,VAN,C,79,17,45,62,8,16,11,6,0,1,27,17,1,109,15.6,1503:45,19:02,,cassean01
46,Sergei Fedorov,30,DET,C,68,27,35,62,8,22,19,4,4,7,19,15,1,263,10.3,1365:56,20:05,,fedorse01
47,Glen Murray,27,LAK,RW,78,29,33,62,13,60,18,10,1,2,25,8,0,202,14.4,1443:04,18:30,,murragl01
48,Chris Pronger,25,STL,D,79,14,48,62,52,92,6,8,0,3,27,18,3,192,7.3,2099:44,26:35,ASGASnhl-1Hart-1Norris-1,prongch01
49,Cliff Ronning,34,NSH,C,82,26,36,62,-13,34,19,7,0,2,19,17,0,248,10.5,1490:29,18:11,,ronnicl01
50,Jeff Friesen,23,SJS,LW,82,26,35,61,-2,47,12,11,3,7,19,13,3,191,13.6,1623:29,19:48,,friesje01
51,Radek Bonk,24,OTT,C,80,23,37,60,-2,53,13,10,0,5,26,10,1,167,13.8,1458:05,18:14,ASGSelke-30,bonkra01
52,Joe Thornton,20,BOS,C,81,23,37,60,-5,82,18,5,0,3,29,8,0,171,13.5,1725:23,21:18,,thornjo01
53,Alexei Zhamnov,29,CHI,C,71,23,37,60,7,61,18,5,0,7,24,9,4,175,13.1,1571:46,22:08,,zhamnal01
54,Daniel Alfredsson,27,OTT,RW,57,21,38,59,11,28,15,4,2,0,27,9,2,164,12.8,1068:57,18:45,,alfreda01
55,Brett Hull,35,DAL,RW,79,24,35,59,-21,43,13,11,0,3,19,16,0,223,10.8,1470:21,18:37,ASnhl-9,hullbr01
56,Eric Lindros,26,PHI,C,55,27,32,59,11,83,16,10,1,2,21,11,0,187,14.4,1211:47,22:02,ASG,lindrer01
57,Martin Straka,27,PIT,C,71,20,39,59,24,26,16,3,1,2,27,12,0,146,13.7,1701:11,23:58,ASnhl-6,strakma01
58,Jozef Stümpel,27,LAK,C,57,17,41,58,23,10,14,3,0,7,27,14,0,126,13.5,1098:21,19:16,,stumpjo01
59,Rob Blake,30,LAK,D,77,18,39,57,10,112,6,12,0,5,24,14,1,327,5.5,2129:09,27:39,ASGASnhl-3Norris-3,blakero01
60,Steve Rucchin,28,MDA,C,71,19,38,57,9,16,9,10,0,2,32,6,0,131,14.5,1575:46,22:12,Selke-14,rucchst01
61,Jason Arnott,25,NJD,RW,76,22,34,56,22,51,15,7,0,4,26,8,0,244,9.0,1298:50,17:05,,arnotja01
62,Jonas Höglund,27,TOR,LW,82,29,27,56,-2,10,19,9,1,3,18,9,0,215,13.5,1407:08,17:10,,hoglujo01
63,Marián Hossa,21,OTT,LW,78,29,27,56,5,32,24,5,0,4,16,11,0,240,12.1,1341:09,17:12,,hossama01
64,Bryan Smolinski,28,LAK,C,79,20,36,56,2,48,18,2,0,0,23,12,1,160,12.5,1468:21,18:35,,smolibr01
65,Éric Desjardins,30,PHI,D,81,14,41,55,20,32,6,8,0,4,25,16,0,207,6.8,2169:59,26:47,ASGASnhl-4Norris-4,desjaer01
66,Phil Housley,35,CGY,D,78,11,44,55,-12,24,6,5,0,2,14,30,0,176,6.3,1816:08,23:17,ASGASnhl-16,houslph01
67,Václav Prospal,24,OTT,C,79,22,33,55,-2,40,17,5,0,4,20,12,1,204,10.8,1298:43,16:26,,prospva01
68,Sergei Gonchar,25,WSH,D,73,18,36,54,26,52,13,5,0,3,22,14,0,181,9.9,1589:23,21:46,ASnhl-5Norris-5,gonchse01
69,Mark Messier,39,VAN,C,66,17,37,54,-15,30,11,6,0,4,23,13,1,131,13.0,1374:59,20:50,ASGByng-25,messima01
70,Ryan Smyth,23,EDM,LW,82,28,26,54,-2,58,17,11,0,4,21,4,1,238,11.8,1573:57,19:12,,smythry01
71,Michael Nylander,27,2TM,RW,77,24,30,54,6,30,19,5,0,2,22,8,0,122,19.7,1214:23,15:46,,nylanmi01
71,Michael Nylander,27,TBL,RW,11,1,2,3,-3,4,0,1,0,0,1,1,0,10,10.0,115:49,10:32,,nylanmi01
71,Michael Nylander,27,CHI,RW,66,23,28,51,9,26,19,4,0,2,21,7,0,112,20.5,1098:34,16:39,,nylanmi01
72,Michal Handzuš,22,STL,C,81,25,28,53,19,44,18,3,4,5,22,4,2,166,15.1,1435:34,17:43,Selke-2,handzmi01
73,Gary Roberts,33,CAR,LW,69,23,30,53,-10,62,11,12,0,1,26,4,0,150,15.3,1278:12,18:31,,roberga01
74,Marc Savard,22,CGY,C,78,22,31,53,-2,56,18,4,0,3,22,9,0,184,12.0,1294:24,16:36,,savarma01
75,Sandis Ozoliņš,27,COL,D,82,16,36,52,17,46,10,6,0,1,19,17,0,210,7.6,1860:35,22:41,ASGASnhl-10Norris-16,ozolisa01
76,Mike Sillinger,28,2TM,RW,80,23,29,52,-30,102,12,8,3,2,18,9,2,146,15.8,1551:35,19:24,,sillimi01
76,Mike Sillinger,28,TBL,RW,67,19,25,44,-29,86,10,6,3,1,15,8,2,126,15.1,1297:26,19:22,,sillimi01
76,Mike Sillinger,28,FLA,RW,13,4,4,8,-1,16,2,2,0,1,3,1,0,20,20.0,254:09,19:33,,sillimi01
77,Ray Bourque,39,2TM,D,79,18,34,52,-2,26,5,13,0,0,10,24,0,260,6.9,2130:07,26:58,ASGASnhl-6Byng-13Norris-7,bourqra01
77,Ray Bourque,39,BOS,D,65,10,28,38,-11,20,4,6,0,0,8,20,0,217,4.6,1750:14,26:56,,bourqra01
77,Ray Bourque,39,COL,D,14,8,6,14,9,6,1,7,0,0,2,4,0,43,18.6,379:53,27:08,,bourqra01
78,Curtis Brown,23,BUF,C,74,22,29,51,19,42,17,5,0,4,25,4,0,149,14.8,1345:01,18:11,,browncu01
79,Shane Doan,23,PHX,RW,81,26,25,51,6,66,24,1,1,4,23,2,0,221,11.8,1365:23,16:51,,doansh01
80,Peter Forsberg,26,COL,C,49,14,37,51,9,52,11,3,0,2,25,12,0,105,13.3,1009:27,20:36,Selke-28,forsbpe01
81,Shawn McEachern,30,OTT,LW,69,29,22,51,2,24,19,10,0,4,16,6,0,219,13.2,1230:58,17:50,Byng-16,mceacsh01
82,Alex Tanguay,20,COL,C,76,17,34,51,6,22,12,5,0,3,29,5,0,74,23.0,1188:23,15:38,Calder-5,tangual01
83,Oleg Tverdovsky,23,MDA,D,82,15,36,51,5,30,10,5,0,5,21,14,1,153,9.8,1867:07,22:46,ASnhl-19Norris-14,tverdol01
84,Darcy Tucker,24,2TM,LW,77,21,30,51,-12,163,18,1,2,5,21,8,1,138,15.2,1449:02,18:49,,tuckeda01
84,Darcy Tucker,24,TBL,LW,50,14,20,34,-15,108,13,1,0,2,14,6,0,98,14.3,998:25,19:58,,tuckeda01
84,Darcy Tucker,24,TOR,LW,27,7,10,17,3,55,5,0,2,3,7,2,1,40,17.5,450:37,16:41,,tuckeda01
85,Todd Bertuzzi,24,VAN,RW,80,25,25,50,-2,126,21,4,0,2,18,7,0,173,14.5,1213:28,15:10,,bertuto01
86,Andrew Brunette,26,ATL,LW,81,23,27,50,-32,30,14,9,0,2,15,12,0,107,21.5,1272:06,15:42,,brunean01
87,Daymond Langkow,23,PHI,C,82,18,32,50,1,56,13,5,0,7,18,13,1,222,8.1,1390:09,16:57,Selke-18,langkda01
88,Mike York,22,NYR,C,82,26,24,50,-17,18,18,8,0,4,20,4,0,177,14.7,1299:10,15:51,AR-1Calder-3,yorkmi01
89,Radek Dvořák,22,2TM,RW,81,18,32,50,5,16,15,2,1,1,20,9,3,157,11.5,1386:18,17:07,,dvorara01
89,Radek Dvořák,22,FLA,RW,35,7,10,17,5,6,7,0,0,1,8,1,1,67,10.4,539:47,15:25,,dvorara01
89,Radek Dvořák,22,NYR,RW,46,11,22,33,0,10,8,2,1,0,12,8,2,90,12.2,846:31,18:24,,dvorara01
90,Martin Ručinský,28,MTL,LW,80,25,24,49,1,70,17,7,1,4,11,13,0,242,10.3,1512:12,18:54,ASG,rucinma01
91,Chris Simon,28,WSH,LW,75,29,20,49,11,146,22,7,0,5,16,4,0,201,14.4,1164:59,15:32,ASnhl-6Hart-13,simonch01
92,Róbert Švehla,31,FLA,D,82,9,40,49,23,64,6,3,0,1,22,18,0,143,6.3,2012:35,24:33,ASnhl-12Norris-14,svehlro01
93,Chris Gratton,24,2TM,C,72,15,34,49,-23,136,11,4,0,1,26,8,0,202,7.4,1378:07,19:08,,grattch01
93,Chris Gratton,24,TBL,C,58,14,27,41,-24,121,10,4,0,1,21,6,0,168,8.3,1144:47,19:44,,grattch01
93,Chris Gratton,24,BUF,C,14,1,7,8,1,15,1,0,0,0,5,2,0,34,2.9,233:20,16:40,,grattch01
94,Simon Gagné,19,PHI,C,80,20,28,48,11,22,11,8,1,4,15,13,0,159,12.6,1198:04,14:59,AR-1Calder-4,gagnesi01
95,Sami Kapanen,26,CAR,RW,76,24,24,48,10,12,17,7,0,5,15,9,0,229,10.5,1511:44,19:53,ASG,kapansa01
96,Fredrik Modin,25,TBL,LW,80,22,26,48,-26,18,19,3,0,5,17,9,0,167,13.2,1229:25,15:22,,modinfr01
97,Pat Verbeek,35,DET,RW,68,22,26,48,22,95,15,7,0,5,20,6,0,138,15.9,1092:16,16:04,,verbepa01
98,Anson Carter,25,BOS,C,59,22,25,47,8,14,18,4,0,1,16,9,0,144,15.3,1210:46,20:31,,cartean01
99,Igor Larionov,39,DET,C,79,9,38,47,13,28,6,3,0,4,26,12,0,69,13.0,1252:47,15:51,Byng-21,larioig01
100,Alexander Selivanov,28,EDM,RW,67,27,20,47,2,46,17,10,0,5,15,5,0,122,22.1,969:05,14:28,,selival01
101,Claude Lemieux,34,2TM,RW,83,20,27,47,-3,90,13,7,0,3,19,6,2,257,7.8,1496:42,18:02,,lemiecl01
101,Claude Lemieux,34,COL,RW,13,3,6,9,0,4,3,0,0,0,5,1,0,36,8.3,242:45,18:40,,lemiecl01
101,Claude Lemieux,34,NJD,RW,70,17,21,38,-3,86,10,7,0,3,14,5,2,221,7.7,1253:57,17:55,,lemiecl01
102,Mike Johnson,25,2TM,RW,80,21,26,47,6,27,14,6,1,3,21,5,0,132,15.9,1374:38,17:11,,johnsmi01
102,Mike Johnson,25,TOR,RW,52,11,14,25,8,23,8,2,1,3,14,0,0,89,12.4,799:05,15:22,,johnsmi01
102,Mike Johnson,25,TBL,RW,28,10,12,22,-2,4,6,4,0,0,7,5,0,43,23.3,575:33,20:33,,johnsmi01
103,Greg Adams,36,PHX,LW,69,19,27,46,-1,14,14,5,0,0,20,7,0,129,14.7,1170:31,16:58,,adamsgr02
104,Travis Green,29,PHX,C,78,25,21,46,-4,45,19,6,0,2,17,4,0,157,15.9,1294:21,16:36,,greentr01
105,Bill Guerin,29,EDM,RW,70,24,22,46,4,123,13,11,0,2,16,6,0,188,12.8,1261:43,18:01,,gueribi01
106,Bobby Holík,29,NJD,C,79,23,23,46,7,106,16,7,0,4,17,6,0,257,8.9,1333:11,16:53,Selke-11,holikbo01
107,Jan Hrdina,23,PIT,C,70,13,33,46,13,43,10,3,0,1,26,6,1,84,15.5,1314:34,18:47,,hrdinja01
108,Patric Kjellberg,30,NSH,LW,82,23,23,46,-11,14,14,9,0,3,21,2,0,129,17.8,1492:29,18:12,,kjellpa01
109,Igor Korolev,29,TOR,RW,80,20,26,46,12,22,12,5,3,4,18,6,2,101,19.8,1435:10,17:56,,korolig01
110,Scott Mellanby,33,FLA,RW,77,18,28,46,14,126,12,6,0,2,24,4,0,134,13.4,1144:04,14:51,,mellasc01
111,German Titov,34,2TM,LW,70,17,29,46,-1,38,11,4,2,3,21,7,1,122,13.9,1375:51,19:39,,titovge01
111,German Titov,34,PIT,LW,63,17,25,42,-3,34,11,4,2,3,17,7,1,111,15.3,1280:57,20:20,,titovge01
111,German Titov,34,EDM,LW,7,0,4,4,2,4,0,0,0,0,4,0,0,11,0.0,94:54,13:33,,titovge01
112,Stu Barnes,29,BUF,C,82,20,25,45,-3,16,10,8,2,2,17,8,0,137,14.6,1425:39,17:23,,barnest01
113,Adam Deadmarsh,24,COL,RW,71,18,27,45,-10,106,13,5,0,4,12,14,1,153,11.8,1452:11,20:27,,deadmad01
114,Dallas Drake,30,PHX,RW,79,15,30,45,11,62,13,0,2,5,26,1,3,127,11.8,1247:34,15:48,,drakeda01
115,Roman Hamrlík,25,EDM,D,80,8,37,45,1,68,3,5,0,0,16,21,0,180,4.4,2023:28,25:18,,hamrlro01
116,Yanic Perreault,28,TOR,C,58,18,27,45,3,22,13,5,0,4,17,10,0,114,15.8,887:23,15:18,Selke-23,perreya01
117,Sergei Samsonov,21,BOS,LW,77,19,26,45,-6,4,13,6,0,3,18,8,0,145,13.1,1272:31,16:32,Byng-18,samsose01
118,Ray Ferraro,35,ATL,C,81,19,25,44,-33,88,9,10,0,3,17,8,0,170,11.2,1308:55,16:10,,ferrara01
119,Sean Hill,29,CAR,D,62,13,31,44,3,59,5,8,0,2,11,18,2,150,8.7,1520:18,24:31,ASnhl-16Norris-13,hillse01
120,Greg Johnson,28,NSH,C,82,11,33,44,-15,40,9,2,0,1,30,3,0,133,8.3,1576:25,19:13,,johnsgr02
121,Mark Parrish,22,FLA,RW,81,26,18,44,1,39,20,6,0,3,15,3,0,152,17.1,1139:05,14:04,,parrima01
122,Mike Ricci,28,SJS,C,82,20,24,44,14,60,10,10,0,5,18,4,2,134,14.9,1383:38,16:52,Selke-3,riccimi01
123,Alexander Mogilny,30,2TM,RW,59,24,20,44,3,20,18,5,1,1,17,3,0,161,14.9,1101:16,18:40,,mogilal01
123,Alexander Mogilny,30,VAN,RW,47,21,17,38,7,16,17,3,1,1,14,3,0,126,16.7,896:27,19:04,,mogilal01
123,Alexander Mogilny,30,NJD,RW,12,3,3,6,-4,4,1,2,0,0,3,0,0,35,8.6,204:49,17:04,,mogilal01
124,Steve Konowalchuk,27,WSH,LW,82,16,27,43,19,80,13,3,0,1,24,3,0,146,11.0,1443:30,17:36,,konowst01
125,Keith Tkachuk,27,PHX,LW,50,22,21,43,7,82,16,5,1,1,15,3,3,183,12.0,967:07,19:21,,tkachke01
126,Donald Audette,30,2TM,RW,63,19,24,43,2,57,17,1,1,4,15,9,0,162,11.7,1034:06,16:25,,audetdo01
126,Donald Audette,30,LAK,RW,49,12,20,32,6,45,11,1,0,3,13,7,0,112,10.7,731:53,14:56,,audetdo01
126,Donald Audette,30,ATL,RW,14,7,4,11,-4,12,6,0,1,1,2,2,0,50,14.0,302:13,21:35,,audetdo01
127,Jan Hlaváč,23,NYR,LW,67,19,23,42,3,16,13,6,0,2,19,4,0,134,14.2,1015:24,15:09,Calder-9,hlavaja01
128,Brad Isbister,22,NYI,LW,64,22,20,42,-18,100,13,9,0,1,12,8,0,135,16.3,1085:33,16:58,,isbisbr01
129,John MacLean,35,NYR,RW,77,18,24,42,-2,52,10,6,2,3,23,1,0,158,11.4,1134:16,14:44,,maclejo01
130,Teppo Numminen,31,PHX,D,79,8,34,42,21,16,6,2,0,2,20,11,3,126,6.3,1865:47,23:37,ASGASnhl-13Byng-15Norris-11,nummite01
131,Sergei Zubov,29,DAL,D,77,9,33,42,-2,18,5,3,1,3,12,19,2,179,5.0,1983:47,25:46,ASGASnhl-11Norris-9,zubovse01
132,Dainius Zubrus,21,MTL,RW,73,14,28,42,-1,54,11,3,0,1,22,6,0,139,10.1,1286:27,17:37,,zubruda01
133,Kip Miller,30,2TM,C,74,10,32,42,0,14,8,2,0,2,25,7,0,82,12.2,1041:26,14:04,,milleki01
133,Kip Miller,30,PIT,C,44,4,15,19,-1,10,4,0,0,1,13,2,0,50,8.0,629:13,14:18,,milleki01
133,Kip Miller,30,MDA,C,30,6,17,23,1,4,4,2,0,1,12,5,0,32,18.8,412:13,13:44,,milleki01
134,Steve Duchesne,34,DET,D,79,10,31,41,12,42,9,1,0,1,17,14,0,154,6.5,1657:36,20:59,,duchest01
135,Martin Lapointe,26,DET,RW,82,16,25,41,17,121,14,1,1,2,17,8,0,127,12.6,1207:15,14:43,,lapoima01
136,Michael Peca,25,BUF,C,73,20,21,41,6,67,18,2,0,3,13,5,3,144,13.9,1455:59,19:57,Selke-5,pecami01
137,Paul Coffey,38,CAR,D,69,11,29,40,-6,40,5,6,0,3,13,16,0,155,7.1,1558:20,22:35,,coffepa01
138,Adam Graves,31,NYR,LW,77,23,17,40,-15,14,12,11,0,4,10,7,0,194,11.9,1444:50,18:46,,gravead01
139,Tomáš Kaberle,21,TOR,D,82,7,33,40,3,24,5,2,0,0,19,13,1,82,8.5,1878:59,22:55,,kaberto01
140,Robert Kron,32,CAR,LW,81,13,27,40,-4,8,10,2,1,3,23,4,0,134,9.7,1233:28,15:14,,kronro01
141,Jyrki Lumme,33,PHX,D,74,8,32,40,9,44,4,4,0,3,17,12,3,142,5.6,1746:26,23:36,,lummejy01
142,Todd Marchant,26,EDM,C,82,17,23,40,7,70,16,0,1,0,16,5,2,170,10.0,1405:15,17:08,Selke-8,marchto01
143,Patrick Marleau,20,SJS,C,81,17,23,40,-9,36,14,3,0,3,16,7,0,161,10.6,1148:50,14:11,,marlepa01
144,Larry Murphy,38,DET,D,81,10,30,40,4,45,3,7,0,0,21,9,0,146,6.8,1744:10,21:32,,murphla01
145,Michal Grošek,24,2TM,LW,75,13,27,40,11,47,10,3,0,2,26,1,0,114,11.4,1176:32,15:41,,grosemi01
145,Michal Grošek,24,BUF,LW,61,11,23,34,12,35,9,2,0,2,22,1,0,96,11.5,993:11,16:17,,grosemi01
145,Michal Grošek,24,CHI,LW,14,2,4,6,-1,12,1,1,0,0,4,0,0,18,11.1,183:21,13:06,,grosemi01
146,Ľuboš Bartečko,23,STL,LW,67,16,23,39,24,51,13,3,0,3,21,2,0,75,21.3,908:13,13:33,,bartelu01
147,Sergei Berezin,28,TOR,LW,61,26,13,39,8,2,21,5,0,4,10,3,0,241,10.8,1028:41,16:52,Byng-14,berezse01
148,Matt Cullen,23,MDA,C,80,13,26,39,5,24,12,1,0,1,18,7,1,137,9.5,1352:29,16:54,,cullema01
149,Andrei Kovalenko,29,CAR,RW,76,15,24,39,-13,38,13,2,0,3,18,6,0,114,13.2,1138:24,14:59,,kovalan01
150,Jamie Langenbrunner,24,DAL,RW,65,18,21,39,16,68,12,4,2,6,16,5,0,153,11.8,1140:28,17:33,Selke-17,langeja01
151,Trevor Letowski,22,PHX,C,82,19,20,39,2,20,12,3,4,3,16,1,3,125,15.2,1316:11,16:03,Calder-8,letowtr01
152,Al MacInnis,36,STL,D,61,11,28,39,20,34,5,6,0,7,14,13,1,245,4.5,1575:34,25:50,ASGASnhl-8Norris-8,macinal01
153,Randy McKay,33,NJD,RW,67,16,23,39,8,80,13,3,0,4,19,4,0,116,13.8,1048:20,15:39,,mckayra02
154,Scott Young,32,STL,RW,75,24,15,39,12,18,17,6,1,7,7,8,0,244,9.8,1207:49,16:06,,youngsc01
155,Peter Bondra,31,WSH,RW,62,21,17,38,5,30,13,5,3,5,11,6,0,187,11.2,1165:59,18:48,,bondrpe01
156,Ulf Dahlén,33,WSH,RW,75,15,23,38,11,8,10,5,0,4,21,2,0,106,14.2,949:28,12:40,Byng-23,dahleul01
157,Derek Morris,21,CGY,D,78,9,29,38,2,80,6,3,0,2,18,11,0,193,4.7,1905:44,24:26,,morride01
158,Scott Niedermayer,26,NJD,D,71,7,31,38,19,48,6,1,0,0,23,8,0,109,6.4,1728:49,24:21,ASnhl-13,niedesc01
159,Sergei Zholtok,27,MTL,C,68,26,12,38,2,28,17,9,0,7,9,3,0,163,16.0,1175:07,17:17,,zholtse01
160,Joé Juneau,32,OTT,C,65,13,24,37,3,22,11,2,0,2,18,6,0,126,10.3,1200:25,18:28,,juneajo01
161,Boris Mironov,27,CHI,D,58,9,28,37,-3,72,3,4,2,1,17,11,0,144,6.3,1373:58,23:41,,mironbo01
162,Niklas Sundström,24,SJS,LW,79,12,25,37,9,22,9,2,1,2,19,6,0,90,13.3,1197:39,15:10,,sundsni01
163,Václav Varaďa,23,BUF,RW,76,10,27,37,12,62,10,0,0,0,24,3,0,140,7.1,1137:11,14:58,,varadva01
164,Sergei Krivokrasov,25,2TM,RW,75,10,27,37,-5,44,7,3,0,2,15,12,0,159,6.3,988:09,13:11,,krivose01
164,Sergei Krivokrasov,25,NSH,RW,63,9,17,26,-7,40,6,3,0,2,8,9,0,132,6.8,827:41,13:08,,krivose01
